calories_g,fat_g,carbohydrates_g,protein_g,cholesterol_mg,sodium_mg
544.0,38.4,21.3,28.3, 80  ,2302.0
404.0,23.2,36.1,13.3, 50  ,697.0
254.0,14.3,5.4,25.0, 66  ,773.0
484.0,28.4,22.1,34.8, 76  ,478.0
760.0,47.2,40.7,45.4, 114 ,1210.0
403.0,37.0,2.4,15.7, 138  ,279.0
235.0,14.1,2.0,23.7, 89  ,223.0
230.0,9.4,8.2,21.2, 41  ,459.0
555.0,40.8,4.4,40.4, 161  ,1369.0
135.0,4.5,20.5,4.1, 0  ,289.0
360.0,13.5,41.2,19.0, 48  ,875.0
197.0,8.7,8.8,20.9, 67  ,1641.0
173.0,2.4,9.2,29.2, 68 ,1826.0
442.0,26.0,27.1,22.4, 131  ,906.0
309.0,21.3,11.9,16.9, 108  ,794.0
367.0,18.1,27.2,22.7, 72  ,567.0
314.0,11.3,24.8,28.2, 115  ,920.0
141.0,6.0,16.8,4.7, 73  ,269.0
638.0,50.7,8.9,35.7, 137 ,1061.0
210.0,9.3,1.3,28.9, 54  ,280.0
391.0,21.9,1.1,45.1, 127 ,400.0
706.0,44.0,38.7,38.1, 160 ,909.0
380.0,19.4,15.7,34.7, 88  ,1251.0
557.0,16.0,80.8,22.9, 30  ,1312.0
486.0,33.1,15.5,28.6, 134 ,537.0
179.0,7.2,18.2,10.6, 38  ,503.0
119.0,9.3,8.0,2.2, 0  ,903.0
288.0,4.9,36.8,23.5, 74  ,189.0
660.0,44.9,37.4,26.8, 155 ,660.0
150.0,3.1,4.1,25.6, 67 ,355.0
506.0,30.1,43.3,15.9, 82  ,1126.0
224.0,10.4,9.0,22.3, 74  ,523.0
597.0,33.7,0.9,68.2, 198  ,311.0
162.0,3.0,4.1,28.8, 68 ,694.0
290.0,8.2,28.4,24.4, 68  ,522.0
290.0,20.4,2.5,22.8, 82  ,1498.0
464.0,21.1,45.6,23.8, 118  ,1161.0
364.0,17.9,7.6,41.5, 174 ,644.0
265.0,13.3,22.8,13.1, 40 ,664.0
480.0,33.3,17.2,30.6, 103 ,442.0
177.0,6.2,10.3,19.2, 50  ,877.0
353.0,25.4,3.9,26.5, 118  ,720.0
630.0,33.6,55.0,26.5, 100  ,777.0
326.0,17.4,19.2,24.0, 76  ,608.0
280.0,22.1,9.5,11.6, 48  ,547.0
340.0,8.9,52.0,14.7, 4  ,386.0
446.0,23.9,22.8,33.5, 97  ,1133.0
557.0,28.8,38.4,31.9, 103  ,4233.0
576.0,20.5,69.0,29.8, 82  ,1410.0
577.0,31.2,44.7,27.1, 120 ,1026.0
233.0,10.1,22.5,11.4, 38  ,540.0
1046.0,64.7,74.3,40.8, 153  ,1875.0
307.0,21.6,13.3,14.4, 76  ,616.0
466.0,26.7,1.4,51.8, 225 ,981.0
488.0,22.9,51.8,18.9, 88  ,782.0
506.0,30.0,33.3,25.7, 72 ,1043.0
639.0,48.6,26.5,24.3, 138  ,1022.0
236.0,8.4,26.4,13.0, 59 ,603.0
608.0,29.0,38.9,31.5, 254  ,459.0
349.0,8.5,25.9,39.2, 90 ,1257.0
257.0,13.5,7.1,21.7, 49  ,556.0
583.0,31.0,21.9,32.2, 125  ,1333.0
604.0,34.2,27.9,44.3, 170 ,1963.0
494.0,24.7,31.6,35.1, 121  ,1182.0
468.0,24.1,35.2,26.9, 82  ,1186.0
279.0,15.6,10.2,25.3, 84  ,472.0
313.0,1.5,31.2,29.3, 68 ,1664.0
370.0,18.6,31.6,19.6, 55  ,848.0
275.0,11.2,10.5,32.0, 69  ,338.0
662.0,24.2,71.8,38.4, 112  ,1828.0
531.0,29.3,32.5,32.4, 121 ,596.0
657.0,40.3,43.5,32.1, 115  ,1930.0
468.0,25.4,38.1,23.3, 122 ,590.0
429.0,8.4,49.3,39.5, 98  ,1726.0
125.0,2.0,10.7,15.0, 34 ,263.0
335.0,17.9,7.7,24.2, 81 ,422.0
567.0,39.4,29.1,23.6, 123  ,1017.0
467.0,16.0,57.6,22.6, 30  ,1143.0
440.0,30.2,29.8,15.2, 58  ,442.0
461.0,32.0,10.7,33.5, 125  ,1327.0
559.0,25.0,48.9,37.1, 84 ,1344.0
346.0,18.7,32.0,12.5, 24 ,657.0
718.0,46.8,38.1,40.2, 182 ,1408.0
131.0,2.9,7.0,18.1, 39  ,148.0
194.0,4.9,9.8,26.4, 66 ,79.0
452.0,27.4,33.0,21.0, 76  ,1271.0
525.0,30.1,53.3,12.8, 101  ,295.0
687.0,20.7,74.2,48.9, 578  ,309.0
360.0,11.3,43.4,21.0, 34 ,410.0
586.0,24.3,43.9,45.4, 128 ,1347.0
330.0,18.0,39.0,8.0, 0  ,874.0
398.0,14.2,33.9,27.8, 84 ,414.0
342.0,8.0,57.1,7.4, 21  ,979.0
395.0,29.2,6.1,25.8, 71  ,169.0
259.0,9.4,19.9,23.7, 59 ,603.0
186.0,4.8,3.6,30.8, 78 ,185.0
420.0,17.3,33.9,31.6, 115  ,532.0
670.0,38.1,28.9,46.9, 170 ,423.0
494.0,27.3,23.2,41.3, 118  ,2200.0
406.0,15.4,54.4,13.6, 15  ,252.0
447.0,24.0,33.2,23.2, 79  ,899.0
546.0,17.7,67.1,27.7, 63  ,487.0
1024.0,57.4,88.2,35.5, 117  ,2356.0
764.0,40.5,55.9,44.4, 133 ,3170.0
277.0,13.1,4.2,23.7, 72  ,159.0
293.0,17.3,3.6,27.6, 90  ,776.0
264.0,15.0,3.7,27.5, 68 ,462.0
625.0,30.7,39.2,45.7, 177  ,1228.0
653.0,42.2,45.4,24.7, 199  ,340.0
842.0,40.5,60.7,56.5, 163 ,2057.0
968.0,45.4,92.6,45.6, 194  ,736.0
529.0,26.5,47.1,25.1, 82  ,1203.0
206.0,6.6,6.9,28.7, 73 ,402.0
245.0,11.1,20.5,15.2, 33 ,627.0
83.0,0.6,17.4,3.5, 0  ,196.0
567.0,31.4,35.6,36.0, 130  ,943.0
736.0,35.1,45.7,55.7, 202 ,1204.0
247.0,14.8,13.6,14.6, 36  ,299.0
314.0,5.0,38.8,26.2, 60 ,959.0
568.0,29.1,34.1,40.7, 140 ,1171.0
323.0,24.4,9.4,16.1, 51 ,743.0
507.0,39.2,5.6,31.7, 141  ,883.0
336.0,16.3,33.7,14.1, 50  ,1063.0
315.0,14.3,28.1,19.0, 51  ,1105.0
724.0,50.0,27.3,33.4, 89  ,2249.0
184.0,5.0,6.5,27.6, 68 ,316.0
346.0,19.9,19.7,21.4, 71  ,896.0
304.0,15.7,3.3,36.6, 90  ,402.0
391.0,25.2,18.2,23.6, 236  ,940.0
509.0,16.5,40.4,47.0, 129 ,589.0
696.0,44.0,45.9,29.4, 139  ,482.0
139.0,1.5,3.0,27.4, 68 ,78.0
392.0,12.9,26.0,40.9, 124  ,1000.0
398.0,30.6,3.7,28.1, 91 ,355.0
339.0,15.1,37.3,16.9, 35 ,729.0
460.0,5.9,79.0,23.4, 17  ,593.0
280.0,15.9,24.5,14.1, 27  ,1294.0
307.0,24.5,4.1,15.8, 86  ,288.0
239.0,10.2,4.8,31.0, 85 ,686.0
509.0,34.8,43.2,9.6, 14  ,605.0
353.0,15.6,36.6,16.4, 61  ,779.0
329.0,2.0,67.0,9.7, 53  ,22.0
882.0,38.3,94.1,36.4, 150  ,3518.0
504.0,28.7,23.3,35.3, 142 ,832.0
356.0,7.2,40.7,33.4, 72 ,3307.0
337.0,8.6,32.3,31.7, 67 ,1364.0
702.0,30.3,62.5,44.2, 142  ,1058.0
465.0,20.3,35.0,34.7, 98  ,675.0
222.0,6.2,7.2,28.6, 68 ,268.0
349.0,2.8,56.1,23.4, 61 ,1461.0
271.0,12.6,14.4,24.6, 84  ,992.0
472.0,40.9,14.6,27.1, 57 ,935.0
417.0,25.5,2.4,42.3, 133  ,769.0
493.0,31.3,31.8,23.7, 90  ,1093.0
169.0,6.7,2.1,24.5, 50  ,48.0
290.0,2.0,36.0,30.6, 66 ,625.0
516.0,31.5,31.8,26.9, 145  ,552.0
493.0,26.1,24.4,40.6, 138 ,1081.0
383.0,22.9,21.8,22.4, 71  ,719.0
385.0,26.0,21.1,16.3, 79 ,948.0
603.0,19.5,75.2,32.9, 168  ,763.0
808.0,36.5,76.7,40.4, 103  ,2255.0
504.0,19.6,54.8,27.4, 99 ,2356.0
451.0,34.6,3.1,31.5, 93 ,390.0
568.0,24.8,70.1,19.7, 0  ,1352.0
399.0,26.4,12.8,27.2, 100  ,590.0
521.0,21.3,48.7,31.5, 121  ,816.0
799.0,39.0,26.8,51.1, 185 ,2391.0
388.0,27.8,9.7,24.8, 47  ,663.0
529.0,7.5,97.6,21.5, 12  ,702.0
217.0,7.6,10.6,25.7, 67 ,961.0
475.0,28.5,28.2,26.7, 97  ,1041.0
640.0,31.8,54.3,34.7, 146  ,1556.0
382.0,17.0,48.1,10.2, 175  ,352.0
356.0,21.0,26.5,17.8, 59  ,849.0
369.0,24.7,23.5,14.1, 53  ,2075.0
266.0,14.4,23.6,12.4, 86  ,911.0
607.0,36.5,42.6,26.8, 136  ,1078.0
520.0,19.0,43.0,41.1, 108  ,802.0
321.0,12.4,11.8,38.9, 113 ,1034.0
318.0,21.9,3.6,25.5, 123  ,800.0
431.0,19.9,39.5,24.3, 145 ,1139.0
361.0,11.8,41.6,23.4, 48  ,1048.0
450.0,25.9,28.3,24.7, 118  ,582.0
287.0,6.7,37.3,14.6, 37  ,1882.0
312.0,16.2,9.6,25.0, 75 ,426.0
556.0,33.5,29.9,32.9, 157  ,683.0
443.0,22.2,20.7,39.4, 142 ,2072.0
178.0,10.1,2.9,17.9, 58  ,282.0
368.0,22.3,22.8,18.6, 75  ,812.0
305.0,19.2,12.0,20.8, 86 ,734.0
269.0,6.7,21.4,31.6, 111 ,413.0
458.0,28.8,17.1,32.5, 153  ,1250.0
473.0,31.1,34.8,14.3, 75  ,1224.0
561.0,29.7,27.0,33.6, 130  ,189.0
289.0,5.7,42.4,16.3, 35  ,808.0
611.0,24.1,64.6,34.0, 96  ,1679.0
208.0,5.6,13.5,25.6, 65  ,441.0
135.0,4.9,6.7,14.7, 25  ,812.0
605.0,26.3,68.0,26.1, 179  ,340.0
207.0,14.6,2.8,15.9, 59  ,600.0
222.0,9.1,3.8,30.1, 75  ,1313.0
560.0,42.3,9.3,34.1, 133 ,1613.0
481.0,27.3,45.4,13.9, 38  ,669.0
663.0,33.8,13.7,72.2, 211  ,710.0
485.0,39.0,13.6,20.7, 48  ,2873.0
720.0,55.3,46.4,18.9, 69  ,1052.0
251.0,11.9,14.4,21.5, 69  ,1002.0
445.0,23.6,34.8,23.3, 59 ,361.0
485.0,33.9,26.7,21.0, 88  ,1108.0
515.0,12.9,53.7,42.5, 87 ,758.0
492.0,25.5,38.5,25.9, 148  ,591.0
463.0,19.6,41.8,30.5, 125  ,852.0
156.0,6.2,10.9,15.9, 36 ,606.0
516.0,20.7,63.5,17.3, 159  ,968.0
295.0,4.8,40.7,26.3, 46 ,1621.0
554.0,43.7,2.2,36.3, 62  ,1259.0
267.0,3.6,35.3,23.4, 65  ,651.0
431.0,30.5,11.6,27.7, 131 ,248.0
207.0,14.0,5.7,15.0, 25  ,640.0
667.0,39.7,41.5,34.6, 172  ,778.0
449.0,22.0,34.6,28.4, 87  ,1522.0
1096.0,84.4,44.1,43.3, 127  ,3110.0
490.0,33.7,15.7,30.1, 136  ,659.0
337.0,21.0,11.5,25.3, 77 ,363.0
810.0,49.9,57.3,32.4, 133  ,1012.0
390.0,10.8,13.3,57.4, 147 ,581.0
232.0,11.4,18.2,14.8, 36  ,316.0
619.0,26.3,53.2,40.2, 134 ,1674.0
485.0,29.5,26.3,25.5, 92 ,790.0
404.0,21.1,25.1,28.2, 128  ,229.0
452.0,20.8,44.2,23.5, 78 ,645.0
722.0,29.4,45.8,67.6, 333  ,1576.0
275.0,12.8,21.1,18.5, 55  ,1107.0
442.0,21.9,39.6,21.6, 102  ,516.0
510.0,32.6,12.2,40.3, 142 ,1084.0
135.0,7.3,5.1,11.7, 43 ,305.0
526.0,35.2,24.4,27.2, 130  ,472.0
388.0,28.1,6.2,24.4, 82  ,453.0
293.0,16.2,25.7,10.9, 43  ,553.0
336.0,22.5,9.7,22.7, 123  ,482.0
378.0,21.8,30.1,17.9, 70 ,857.0
368.0,29.8,8.5,17.4, 72  ,2478.0
614.0,28.6,64.8,26.0, 166  ,750.0
393.0,14.7,35.6,28.3, 62 ,1276.0
196.0,12.6,16.0,4.8, 36  ,359.0
112.0,5.1,6.1,10.3, 73  ,174.0
483.0,17.5,60.3,20.0, 187  ,1638.0
508.0,29.7,36.5,24.2, 85  ,864.0
526.0,25.3,42.4,31.7, 103  ,547.0
662.0,47.8,26.3,31.2, 178  ,1193.0
615.0,36.0,31.5,43.7, 100 ,620.0
854.0,59.4,55.9,27.2, 231  ,807.0
580.0,21.4,14.3,67.7, 176 ,1086.0
402.0,27.8,9.0,24.5, 85  ,463.0
284.0,14.9,14.8,21.6, 85  ,755.0
209.0,7.1,36.8,10.2, 13  ,441.0
241.0,7.7,25.7,16.8, 40  ,671.0
358.0,15.6,38.8,15.1, 39  ,1585.0
395.0,9.3,50.5,24.2, 173  ,885.0
323.0,9.1,9.8,48.0, 129 ,260.0
318.0,17.4,15.8,24.1, 59  ,1514.0
861.0,76.8,4.8,38.6, 107  ,895.0
424.0,22.4,9.0,46.9, 149  ,591.0
412.0,30.7,3.5,31.1, 97 ,95.0
422.0,20.7,13.2,44.1, 77  ,1045.0
671.0,43.4,24.6,32.0, 160 ,693.0
479.0,35.8,10.1,28.2, 194  ,1206.0
391.0,18.1,26.2,30.0, 137  ,656.0
644.0,27.3,59.0,40.1, 127  ,1087.0
342.0,16.7,25.3,22.0, 70  ,817.0
588.0,37.5,18.9,44.2, 170  ,1041.0
182.0,2.9,7.0,25.2, 67 ,63.0
245.0,6.8,21.5,26.8, 42  ,1688.0
242.0,14.4,5.4,21.9, 105  ,645.0
259.0,8.0,6.7,38.5, 66  ,385.0
666.0,29.5,47.8,51.4, 177 ,1056.0
380.0,22.0,2.1,40.7, 124  ,1254.0
484.0,32.4,0.2,44.8, 138  ,271.0
577.0,38.0,30.1,30.0, 112  ,667.0
684.0,41.1,38.3,40.9, 160  ,2773.0
623.0,34.5,77.5,20.3, 20 ,781.0
379.0,18.6,9.4,41.1, 124  ,1042.0
414.0,29.9,19.1,17.2, 67  ,776.0
523.0,24.8,45.4,30.4, 115 ,383.0
238.0,13.9,2.2,25.1, 230  ,459.0
623.0,42.2,41.5,18.9, 101 ,753.0
221.0,12.1,9.0,18.3, 84  ,418.0
462.0,3.5,91.3,14.8, 93  ,1225.0
954.0,57.7,56.5,55.2, 157 ,1764.0
209.0,2.1,18.0,27.5, 42  ,274.0
671.0,31.5,65.8,29.9, 95  ,787.0
474.0,28.6,29.1,24.4, 93  ,755.0
664.0,50.4,11.2,40.9, 112  ,1599.0
250.0,19.1,2.3,16.2, 62  ,2072.0
422.0,15.2,45.5,24.9, 43 ,215.0
304.0,16.2,12.1,26.6, 88 ,1142.0
291.0,5.7,27.7,30.5, 73 ,988.0
146.0,8.0,15.2,4.0, 2  ,739.0
509.0,22.8,55.5,23.8, 55  ,3756.0
1138.0,71.1,64.5,67.7, 164 ,3048.0
636.0,48.8,12.6,36.1, 183 ,1866.0
286.0,15.0,7.1,27.2, 68 ,1057.0
774.0,29.1,77.3,44.8, 72 ,2840.0
488.0,26.1,32.4,29.5, 144  ,750.0
456.0,19.4,45.9,23.2, 56  ,1247.0
615.0,33.2,37.9,43.0, 129 ,1967.0
551.0,25.6,54.4,28.9, 58  ,1183.0
271.0,15.8,11.2,25.4, 59 ,147.0
216.0,15.2,5.7,13.9, 109  ,355.0
241.0,11.8,2.8,30.6, 105 ,200.0
660.0,29.6,48.4,45.1, 323  ,737.0
547.0,16.7,59.0,41.2, 108 ,516.0
663.0,41.4,41.7,32.1, 94 ,1156.0
370.0,24.1,19.4,17.8, 70  ,1194.0
463.0,21.3,34.4,33.1, 120 ,151.0
674.0,30.9,65.5,32.3, 87  ,849.0
301.0,3.7,29.1,37.3, 68 ,1099.0
456.0,13.8,55.7,28.5, 68 ,1134.0
536.0,47.8,1.8,24.8, 67 ,620.0
745.0,37.1,68.6,34.3, 88 ,1405.0
524.0,25.1,41.1,34.7, 68 ,1749.0
240.0,7.5,16.6,25.2, 67 ,691.0
180.0,7.7,1.1,25.3, 56  ,231.0
325.0,15.5,13.9,31.3, 125  ,409.0
705.0,46.8,37.9,32.7, 123  ,636.0
411.0,20.1,33.5,24.0, 105  ,1082.0
742.0,60.9,4.3,44.3, 169  ,2036.0
696.0,28.5,71.3,36.6, 75  ,1617.0
513.0,28.4,31.5,31.2, 92  ,1124.0
477.0,30.1,21.7,29.5, 120  ,929.0
688.0,52.2,27.3,26.6, 270  ,1645.0
377.0,19.3,39.5,11.6, 57  ,888.0
297.0,15.0,10.8,28.5, 151  ,728.0
487.0,19.8,45.9,31.2, 108 ,1912.0
615.0,42.2,0.7,54.5, 153 ,570.0
224.0,6.7,8.6,30.3, 111 ,274.0
265.0,16.9,6.7,20.4, 79 ,755.0
676.0,53.6,14.8,33.7, 100  ,7322.0
714.0,49.1,28.5,38.3, 132  ,1140.0
578.0,27.4,46.8,32.3, 61  ,1816.0
984.0,44.4,117.5,42.2, 137  ,1154.0
404.0,31.1,9.1,24.3, 65  ,829.0
380.0,21.1,40.8,6.1, 35  ,873.0
490.0,25.1,14.0,50.0, 163 ,1080.0
297.0,20.1,18.5,10.7, 61  ,526.0
517.0,28.3,37.2,29.2, 132  ,301.0
421.0,17.9,50.1,16.9, 110  ,1695.0
481.0,21.8,17.6,30.3, 93  ,759.0
246.0,10.6,19.2,16.8, 39  ,315.0
284.0,17.0,1.4,24.2, 72  ,337.0
180.0,9.9,5.7,16.4, 59 ,475.0
394.0,16.5,36.8,25.9, 90  ,724.0
325.0,24.5,1.4,24.2, 91  ,525.0
389.0,25.1,3.1,35.1, 109  ,411.0
469.0,25.0,54.4,8.4, 0  ,1198.0
437.0,34.6,2.2,28.0, 124 ,457.0
235.0,6.0,34.4,13.0, 42 ,724.0
599.0,14.7,78.6,38.0, 61 ,1877.0
444.0,27.4,7.1,41.6, 113 ,1154.0
329.0,18.2,11.8,30.8, 67 ,957.0
402.0,19.0,26.4,29.9, 95  ,83.0
592.0,48.0,7.4,37.0, 303  ,891.0
613.0,45.6,8.1,40.9, 164  ,149.0
179.0,6.5,18.1,12.8, 34 ,481.0
589.0,9.5,90.0,34.2, 59 ,1234.0
249.0,11.9,6.4,27.4, 84  ,406.0
548.0,27.7,24.6,48.2, 155 ,974.0
235.0,14.1,25.7,3.3, 0  ,593.0
733.0,47.1,51.4,28.7, 187 ,539.0
322.0,18.5,17.3,21.2, 73  ,1182.0
180.0,7.9,2.6,23.9, 76 ,418.0
281.0,11.0,37.6,8.0, 50  ,351.0
145.0,9.0,10.2,5.7, 18  ,276.0
212.0,11.3,21.5,6.2, 11  ,399.0
390.0,20.8,9.2,38.1, 121  ,547.0
570.0,31.6,43.9,28.2, 95  ,580.0
265.0,4.3,44.7,14.1, 20 ,878.0
608.0,41.4,33.7,26.2, 94  ,1571.0
254.0,12.9,17.8,15.9, 27  ,732.0
612.0,34.1,43.3,32.1, 110  ,802.0
310.0,13.3,18.9,26.5, 47 ,951.0
372.0,23.1,21.7,19.0, 79 ,1471.0
292.0,15.8,5.5,27.3, 95 ,188.0
870.0,73.4,5.7,43.5, 171  ,458.0
200.0,11.9,7.9,15.4, 25  ,996.0
622.0,35.2,34.7,43.4, 119 ,1517.0
279.0,13.6,24.7,15.8, 56  ,965.0
439.0,25.8,35.2,16.9, 53 ,891.0
369.0,4.9,65.1,18.1, 35 ,789.0
345.0,19.9,11.5,29.3, 72 ,234.0
228.0,6.5,11.4,30.5, 68 ,866.0
310.0,20.4,17.2,13.7, 54  ,511.0
373.0,14.5,22.3,37.6, 114  ,1291.0
496.0,32.5,46.3,11.4, 32  ,1024.0
165.0,4.3,24.0,9.7, 0  ,639.0
268.0,16.8,2.6,25.5, 71 ,295.0
320.0,12.7,36.3,15.7, 36  ,1857.0
379.0,17.4,44.1,12.4, 72  ,517.0
408.0,24.4,8.9,38.5, 152  ,988.0
407.0,19.8,33.9,22.6, 71  ,1223.0
424.0,15.8,34.0,30.7, 82 ,1528.0
506.0,12.1,60.0,36.9, 78 ,804.0
483.0,17.6,46.0,34.4, 213  ,1271.0
589.0,46.4,15.4,22.7, 93  ,471.0
313.0,12.1,38.8,13.6, 45  ,771.0
123.0,5.2,15.6,3.6, 8  ,297.0
504.0,18.3,69.7,14.7, 10  ,913.0
774.0,60.6,2.7,52.7, 241 ,1011.0
378.0,10.3,50.0,22.3, 53 ,793.0
273.0,12.5,35.5,5.3, 22  ,427.0
495.0,32.0,2.4,46.6, 153 ,713.0
435.0,35.0,4.4,26.3, 89  ,1089.0
310.0,12.5,22.3,26.6, 71  ,952.0
625.0,48.2,19.2,33.5, 122 ,1325.0
257.0,18.0,6.1,20.5, 56  ,1017.0
259.0,10.2,30.3,12.6, 55  ,484.0
755.0,46.0,48.5,36.3, 150  ,639.0
923.0,46.1,71.1,49.4, 228 ,1093.0
453.0,16.2,62.0,17.6, 32  ,871.0
349.0,8.6,31.5,29.3, 79 ,399.0
176.0,5.6,3.6,27.0, 67 ,253.0
520.0,31.0,32.1,23.7, 92  ,142.0
385.0,16.1,37.8,22.7, 58 ,1666.0
355.0,19.9,24.6,18.3, 27  ,656.0
591.0,43.7,22.0,28.7, 159 ,847.0
306.0,18.9,15.5,18.4, 76  ,632.0
461.0,23.0,43.9,19.0, 65  ,414.0
214.0,7.5,21.1,15.0, 44  ,427.0
423.0,28.0,14.0,28.1, 130 ,614.0
190.0,3.9,17.6,20.9, 65  ,393.0
590.0,23.7,70.3,27.5, 135  ,317.0
218.0,13.8,1.4,20.8, 70  ,170.0
154.0,5.1,4.7,20.5, 55 ,479.0
583.0,35.5,38.4,28.7, 123 ,599.0
701.0,33.5,64.9,34.0, 103  ,552.0
615.0,29.7,57.0,29.3, 86 ,1264.0
207.0,10.7,12.1,14.6, 32  ,284.0
142.0,2.5,24.0,7.5, 0  ,596.0
192.0,12.8,4.3,3.9, 24  ,64.0
517.0,10.7,67.0,34.3, 82 ,911.0
619.0,34.0,64.1,19.5, 93  ,1010.0
191.0,9.6,0.1,24.5, 67 ,1418.0
1262.0,85.0,55.7,66.0, 179 ,1443.0
418.0,28.6,21.2,24.1, 40 ,571.0
397.0,12.8,28.1,41.0, 127  ,340.0
237.0,12.2,5.2,26.3, 139 ,687.0
520.0,16.1,61.5,26.6, 125  ,231.0
527.0,28.9,37.7,28.6, 155  ,1342.0
601.0,26.3,70.5,20.4, 114  ,878.0
648.0,38.7,38.5,36.2, 182  ,1076.0
263.0,12.3,10.8,27.8, 95  ,782.0
430.0,25.5,22.3,26.5, 143  ,1082.0
530.0,12.9,32.5,66.3, 191 ,1201.0
512.0,30.9,34.8,24.1, 100  ,491.0
548.0,33.0,45.5,18.4, 45 ,470.0
252.0,13.1,5.9,27.1, 82 ,697.0
484.0,21.1,35.4,36.3, 112 ,1205.0
961.0,54.0,69.2,47.4, 323 ,1745.0
234.0,10.4,2.9,30.6, 75 ,602.0
645.0,42.7,39.7,28.3, 151 ,355.0
490.0,34.0,38.7,9.3, 44  ,728.0
577.0,36.2,12.1,47.9, 145  ,650.0
213.0,10.9,7.5,24.3, 67  ,1850.0
489.0,20.9,49.5,26.0, 98  ,748.0
378.0,18.0,38.0,17.0, 64  ,668.0
244.0,8.8,14.1,26.5, 79  ,366.0
450.0,13.0,55.4,28.0, 47  ,2391.0
220.0,8.1,4.6,30.2, 73  ,663.0
416.0,27.2,31.4,12.1, 63  ,748.0
894.0,41.6,76.3,47.0, 184 ,1722.0
490.0,38.6,9.3,22.4, 86  ,739.0
430.0,25.3,42.4,10.3, 76  ,467.0
197.0,2.7,13.5,28.5, 68 ,982.0
145.0,4.2,15.3,9.9, 33  ,589.0
565.0,18.7,50.0,45.3, 107 ,1387.0
443.0,29.9,24.0,29.0, 0 ,642.0
866.0,41.6,107.5,20.3, 100  ,2280.0
425.0,9.5,47.5,34.7, 134 ,1060.0
362.0,23.6,3.9,31.7, 119 ,589.0
568.0,30.4,36.2,36.4, 130 ,1915.0
627.0,37.7,29.0,44.9, 170  ,1141.0
321.0,17.8,27.1,14.7, 49  ,393.0
308.0,21.2,2.2,26.5, 127  ,408.0
487.0,14.1,52.9,34.6, 83 ,1648.0
200.0,9.0,20.6,10.2, 29  ,133.0
335.0,9.1,46.1,18.7, 20  ,266.0
438.0,18.9,46.3,21.4, 68 ,537.0
522.0,26.8,34.5,35.1, 148 ,1055.0
591.0,29.3,3.6,68.2, 214  ,207.0
547.0,32.9,38.2,24.3, 158  ,988.0
391.0,25.8,1.2,36.1, 107  ,30921.0
404.0,11.5,58.2,13.2, 36  ,91.0
379.0,21.1,18.2,28.1, 111 ,1392.0
393.0,13.6,33.1,33.8, 81  ,829.0
677.0,38.3,52.2,33.6, 155  ,738.0
333.0,13.9,23.8,30.1, 72 ,635.0
491.0,21.5,37.5,35.1, 107 ,1303.0
259.0,14.4,6.8,27.0, 91 ,139.0
314.0,8.0,10.0,48.0, 171  ,1882.0
385.0,19.8,15.7,36.6, 98  ,922.0
197.0,3.7,15.7,23.5, 65  ,905.0
233.0,17.6,2.9,15.3, 44  ,395.0
477.0,30.4,2.9,45.4, 179 ,390.0
206.0,4.9,10.1,28.7, 68 ,745.0
624.0,36.4,45.4,28.5, 80  ,1962.0
420.0,15.0,52.2,18.7, 48  ,1232.0
208.0,5.6,37.2,3.9, 10  ,35.0
450.0,14.9,67.1,16.5, 2  ,1099.0
189.0,11.6,13.0,8.3, 201 ,281.0
718.0,53.3,56.2,11.5, 53  ,1330.0
489.0,22.9,48.0,23.3, 45  ,1048.0
641.0,38.4,39.5,35.3, 96  ,717.0
422.0,16.5,45.9,22.5, 96  ,574.0
35.0,2.3,0.6,2.9, 11  ,78.0
294.0,7.5,46.2,12.2, 9  ,1178.0
353.0,15.7,37.4,15.1, 75  ,307.0
238.0,16.2,3.1,20.8, 90  ,1021.0
209.0,11.4,5.3,20.5, 97  ,415.0
632.0,35.8,62.9,12.9, 109  ,221.0
463.0,24.8,39.7,19.1, 42 ,920.0
439.0,19.5,48.7,16.9, 50 ,768.0
662.0,39.0,29.2,43.3, 160 ,372.0
544.0,23.6,52.9,29.4, 91  ,1334.0
455.0,18.7,42.2,31.3, 48  ,775.0
664.0,22.0,85.1,30.0, 68  ,745.0
541.0,36.7,12.1,42.8, 122 ,373.0
162.0,1.7,6.1,27.8, 68 ,633.0
290.0,17.6,7.8,25.3, 63  ,339.0
278.0,11.0,42.7,5.4, 17  ,366.0
303.0,9.1,1.5,49.6, 134 ,568.0
193.0,8.1,14.3,16.8, 157  ,677.0
450.0,24.3,30.8,28.2, 82  ,2078.0
362.0,9.8,47.1,20.9, 93  ,807.0
323.0,11.3,30.9,24.4, 54  ,622.0
434.0,20.2,33.4,29.9, 279  ,1017.0
453.0,19.4,27.0,40.5, 121 ,1843.0
331.0,20.9,18.9,16.3, 75  ,865.0
376.0,18.9,19.3,30.7, 92  ,225.0
510.0,18.7,52.5,33.8, 68 ,1200.0
640.0,23.8,66.8,37.4, 87  ,1941.0
744.0,57.2,29.6,26.2, 131  ,434.0
391.0,23.0,28.1,19.3, 94 ,797.0
487.0,18.5,57.1,23.0, 170 ,785.0
474.0,14.9,57.8,26.4, 45  ,1622.0
408.0,23.3,18.3,35.0, 61 ,1118.0
354.0,19.0,11.7,34.1, 124  ,907.0
397.0,16.6,19.9,40.3, 104 ,821.0
463.0,22.2,42.3,22.7, 88  ,878.0
387.0,16.5,36.5,22.9, 61  ,674.0
